"Step","count3_medium_decoder_0 - token_accuracy","count3_medium_decoder_0 - token_accuracy__MIN","count3_medium_decoder_0 - token_accuracy__MAX"
"100","0.056129558384418486","0.056129558384418486","0.056129558384418486"
"200","0.05691731870174408","0.05691731870174408","0.05691731870174408"
"300","0.058274740874767306","0.058274740874767306","0.058274740874767306"
"400","0.05778971508145332","0.05778971508145332","0.05778971508145332"
"500","0.058564454317092896","0.058564454317092896","0.058564454317092896"
"600","0.05861328259110451","0.05861328259110451","0.05861328259110451"
"700","0.05990885585546493","0.05990885585546493","0.05990885585546493"
"800","0.05832356870174408","0.05832356870174408","0.05832356870174408"
"900","0.061406252086162565","0.061406252086162565","0.061406252086162565"
"1000","0.06040690198540687","0.06040690198540687","0.06040690198540687"
"1100","0.06134114757180214","0.06134114757180214","0.06134114757180214"
"1200","0.061458334624767304","0.061458334624767304","0.061458334624767304"
"1300","0.06255534052848816","0.06255534052848816","0.06255534052848816"
"1400","0.06153646022081375","0.06153646022081375","0.06153646022081375"
"1500","0.06200520992279053","0.06200520992279053","0.06200520992279053"
"1600","0.06345052272081375","0.06345052272081375","0.06345052272081375"
"1700","0.06421875268220902","0.06421875268220902","0.06421875268220902"
"1800","0.063717450350523","0.063717450350523","0.063717450350523"
"1900","0.06378255411982536","0.06378255411982536","0.06378255411982536"
"2000","0.06404622599482536","0.06404622599482536","0.06404622599482536"
"2100","0.06443034037947655","0.06443034037947655","0.06443034037947655"
"2200","0.06551432594656945","0.06551432594656945","0.06551432594656945"
"2300","0.06527995064854622","0.06527995064854622","0.06527995064854622"
"2400","0.06465820595622063","0.06465820595622063","0.06465820595622063"
"2500","0.06633138298988342","0.06633138298988342","0.06633138298988342"
"2600","0.06697265818715095","0.06697265818715095","0.06697265818715095"
"2700","0.06590169459581376","0.06590169459581376","0.06590169459581376"
"2800","0.06755859643220902","0.06755859643220902","0.06755859643220902"
"2900","0.06739909142255783","0.06739909142255783","0.06739909142255783"
"3000","0.06761067897081376","0.06761067897081376","0.06761067897081376"
"3100","0.06738932520151138","0.06738932520151138","0.06738932520151138"
"3200","0.06602213829755783","0.06602213829755783","0.06602213829755783"
"3300","0.0688932317495346","0.0688932317495346","0.0688932317495346"
"3400","0.06839518517255783","0.06839518517255783","0.06839518517255783"
"3500","0.06881185084581375","0.06881185084581375","0.06881185084581375"
"3600","0.0694173201918602","0.0694173201918602","0.0694173201918602"
"3700","0.06862630426883698","0.06862630426883698","0.06862630426883698"
"3800","0.06972656518220902","0.06972656518220902","0.06972656518220902"
"3900","0.0701237004995346","0.0701237004995346","0.0701237004995346"
"4000","0.06946940392255783","0.06946940392255783","0.06946940392255783"
"4100","0.0700944036245346","0.0700944036245346","0.0700944036245346"
"4200","0.06892903864383698","0.06892903864383698","0.06892903864383698"
"4300","0.07123372614383698","0.07123372614383698","0.07123372614383698"
"4400","0.07035156458616257","0.07035156458616257","0.07035156458616257"
"4500","0.07065104454755783","0.07065104454755783","0.07065104454755783"
"4600","0.07083659082651138","0.07083659082651138","0.07083659082651138"
"4700","0.0717317733168602","0.0717317733168602","0.0717317733168602"
"4800","0.07231120020151138","0.07231120020151138","0.07231120020151138"
"4900","0.07200521051883697","0.07200521051883697","0.07200521051883697"
"5000","0.07283528864383698","0.07283528864383698","0.07283528864383698"
"5100","0.07189778923988342","0.07189778923988342","0.07189778923988342"
"5200","0.07276041865348816","0.07276041865348816","0.07276041865348816"
"5300","0.07264974176883697","0.07264974176883697","0.07264974176883697"
"5400","0.07318034082651138","0.07318034082651138","0.07318034082651138"
"5500","0.07353190392255783","0.07353190392255783","0.07353190392255783"
"5600","0.07282552272081375","0.07282552272081375","0.07282552272081375"
"5700","0.07366211146116257","0.07366211146116257","0.07366211146116257"
"5800","0.07383138298988343","0.07383138298988343","0.07383138298988343"
"5900","0.07349284112453461","0.07349284112453461","0.07349284112453461"
"6000","0.07417968988418579","0.07417968988418579","0.07417968988418579"
"6100","0.0740755233168602","0.0740755233168602","0.0740755233168602"
"6200","0.07431315392255783","0.07431315392255783","0.07431315392255783"
"6300","0.07505534082651139","0.07505534082651139","0.07505534082651139"
"6400","0.07423828393220902","0.07423828393220902","0.07423828393220902"
"6500","0.07431315332651138","0.07431315332651138","0.07431315332651138"
"6600","0.07444336205720901","0.07444336205720901","0.07444336205720901"
"6700","0.07534505456686019","0.07534505456686019","0.07534505456686019"
"6800","0.07523763358592987","0.07523763358592987","0.07523763358592987"
"6900","0.07575521051883698","0.07575521051883698","0.07575521051883698"
"7000","0.07549479395151139","0.07549479395151139","0.07549479395151139"
"7100","0.0759863305091858","0.0759863305091858","0.0759863305091858"
"7200","0.0751627629995346","0.0751627629995346","0.0751627629995346"
"7300","0.0763118514418602","0.0763118514418602","0.0763118514418602"
"7400","0.07631836265325546","0.07631836265325546","0.07631836265325546"
"7500","0.07649088770151138","0.07649088770151138","0.07649088770151138"
"7600","0.07546875208616256","0.07546875208616256","0.07546875208616256"
"7700","0.07670898675918579","0.07670898675918579","0.07670898675918579"
"7800","0.07618164330720902","0.07618164330720902","0.07618164330720902"
"7900","0.07621419459581374","0.07621419459581374","0.07621419459581374"
"8000","0.07807942897081376","0.07807942897081376","0.07807942897081376"
"8100","0.07704752832651138","0.07704752832651138","0.07704752832651138"
"8200","0.07761718958616257","0.07761718958616257","0.07761718958616257"
"8300","0.07777995049953461","0.07777995049953461","0.07777995049953461"
"8400","0.07782226830720901","0.07782226830720901","0.07782226830720901"
"8500","0.07886719018220902","0.07886719018220902","0.07886719018220902"
"8600","0.07905599117279052","0.07905599117279052","0.07905599117279052"
"8700","0.07764648646116257","0.07764648646116257","0.07764648646116257"
"8800","0.07847331047058105","0.07847331047058105","0.07847331047058105"
"8900","0.07822265893220902","0.07822265893220902","0.07822265893220902"
"9000","0.07862304925918578","0.07862304925918578","0.07862304925918578"
"9100","0.07956705927848816","0.07956705927848816","0.07956705927848816"
"9200","0.08011067897081375","0.08011067897081375","0.08011067897081375"
"9300","0.07899088740348816","0.07899088740348816","0.07899088740348816"
"9400","0.08024414330720901","0.08024414330720901","0.08024414330720901"
"9500","0.0798470076918602","0.0798470076918602","0.0798470076918602"
"9600","0.07999349236488343","0.07999349236488343","0.07999349236488343"
"9700","0.08043620049953461","0.08043620049953461","0.08043620049953461"
"9800","0.08047526270151138","0.08047526270151138","0.08047526270151138"
"9900","0.08042968928813934","0.08042968928813934","0.08042968928813934"
"10000","0.07949218988418578","0.07949218988418578","0.07949218988418578"
"10100","0.08067057490348815","0.08067057490348815","0.08067057490348815"
"10200","0.0807031273841858","0.0807031273841858","0.0807031273841858"
"10300","0.08070638328790665","0.08070638328790665","0.08070638328790665"
"10400","0.08075521051883698","0.08075521051883698","0.08075521051883698"
"10500","0.08166341423988342","0.08166341423988342","0.08166341423988342"
"10600","0.08183919578790665","0.08183919578790665","0.08183919578790665"
"10700","0.08060872614383698","0.08060872614383698","0.08060872614383698"
"10800","0.08136393487453461","0.08136393487453461","0.08136393487453461"
"10900","0.08155924677848816","0.08155924677848816","0.08155924677848816"
"11000","0.08215495020151138","0.08215495020151138","0.08215495020151138"
"11100","0.08238932579755782","0.08238932579755782","0.08238932579755782"
"11200","0.0823567733168602","0.0823567733168602","0.0823567733168602"
"11300","0.08313802272081375","0.08313802272081375","0.08313802272081375"
"11400","0.08271484643220901","0.08271484643220901","0.08271484643220901"
"11500","0.08310547143220902","0.08310547143220902","0.08310547143220902"
"11600","0.0827604192495346","0.0827604192495346","0.0827604192495346"
"11700","0.08416992455720901","0.08416992455720901","0.08416992455720901"
"11800","0.08433268427848815","0.08433268427848815","0.08433268427848815"
"11900","0.0830696639418602","0.0830696639418602","0.0830696639418602"
"12000","0.08380534082651138","0.08380534082651138","0.08380534082651138"
"12100","0.08273437798023224","0.08273437798023224","0.08273437798023224"
"12200","0.08519531458616257","0.08519531458616257","0.08519531458616257"
"12300","0.0861783879995346","0.0861783879995346","0.0861783879995346"
"12400","0.08574218988418579","0.08574218988418579","0.08574218988418579"
"12500","0.08448242396116257","0.08448242396116257","0.08448242396116257"
"12600","0.0842089867591858","0.0842089867591858","0.0842089867591858"
"12700","0.0850162786245346","0.0850162786245346","0.0850162786245346"
"12800","0.08537760645151138","0.08537760645151138","0.08537760645151138"
"12900","0.08532226830720901","0.08532226830720901","0.08532226830720901"
"13000","0.08540039360523224","0.08540039360523224","0.08540039360523224"
"13100","0.08601562738418579","0.08601562738418579","0.08601562738418579"
"13200","0.08487955927848816","0.08487955927848816","0.08487955927848816"
"13300","0.08588216364383698","0.08588216364383698","0.08588216364383698"
"13400","0.08582031577825547","0.08582031577825547","0.08582031577825547"
"13500","0.08634765833616256","0.08634765833616256","0.08634765833616256"
"13600","0.08666341423988343","0.08666341423988343","0.08666341423988343"
"13700","0.08663411736488343","0.08663411736488343","0.08663411736488343"
"13800","0.08701497584581375","0.08701497584581375","0.08701497584581375"
"13900","0.08852213770151138","0.08852213770151138","0.08852213770151138"
"14000","0.08703125268220901","0.08703125268220901","0.08703125268220901"
"14100","0.0873860701918602","0.0873860701918602","0.0873860701918602"
"14200","0.08872721523046494","0.08872721523046494","0.08872721523046494"
"14300","0.08870768517255784","0.08870768517255784","0.08870768517255784"
"14400","0.08834961205720901","0.08834961205720901","0.08834961205720901"
"14500","0.08934245079755783","0.08934245079755783","0.08934245079755783"
"14600","0.08889323115348816","0.08889323115348816","0.08889323115348816"
"14700","0.09067057490348816","0.09067057490348816","0.09067057490348816"
"14800","0.08959310114383698","0.08959310114383698","0.08959310114383698"
"14900","0.0890787786245346","0.0890787786245346","0.0890787786245346"
"15000","0.0900716170668602","0.0900716170668602","0.0900716170668602"
"15100","0.09043945550918579","0.09043945550918579","0.09043945550918579"
